,date,open,high,low,close,adjclose,volume,company_name,target_variation
28,20200113,41.0099983215332,41.31999969482422,35.2599983215332,37.83000183105469,37.83000183105469,459400,biontech,-0.08406017278772779
29,20200114,35.29999923706055,35.474998474121094,33.220001220703125,34.529998779296875,34.529998779296875,266300,biontech,-0.022299463799151376
30,20200115,35.29999923706055,39.849998474121094,33.599998474121094,34.54999923706055,34.54999923706055,361000,biontech,-0.021707670522768112
31,20200116,35.75,35.900001525878906,31.274999618530273,32.25,32.25,692100,biontech,-0.10852713178294573
32,20200117,33.04999923706055,33.599998474121094,30.329999923706055,33.18000030517578,33.18000030517578,615100,biontech,0.00391805506086615
33,20200121,33.790000915527344,36.540000915527344,33.51300048828125,36.540000915527344,36.540000915527344,264500,biontech,0.07525998716741718
34,20200122,37.61000061035156,39.029998779296875,36.75,38.880001068115234,38.880001068115234,318200,biontech,0.03266461992988924
35,20200123,37.209999084472656,37.54999923706055,35.310001373291016,36.70000076293945,36.70000076293945,192900,biontech,-0.013896411741991344
36,20200124,35.31999969482422,35.900001525878906,33.566001892089844,34.9900016784668,34.9900016784668,209700,biontech,-0.009431208931907712
37,20200127,33.2400016784668,34.53499984741211,32.75,33.20000076293945,33.20000076293945,120000,biontech,-0.0012048468255457401
38,20200128,34.040000915527344,34.83000183105469,32.599998474121094,34.220001220703125,34.220001220703125,165200,biontech,0.0052600905539091835
39,20200129,33.95000076293945,33.95000076293945,31.739999771118164,31.799999237060547,31.799999237060547,184200,biontech,-0.06761011249878392
40,20200130,30.700000762939453,31.190000534057617,28.579999923706055,29.899999618530273,29.899999618530273,228600,biontech,-0.02675589145872048
41,20200131,30.360000610351562,30.950000762939453,28.5,29.209999084472656,29.209999084472656,138700,biontech,-0.03937013221237038
42,20200203,29.799999237060547,30.690000534057617,28.780000686645508,30.270000457763672,30.270000457763672,177600,biontech,0.015526964439889155
43,20200204,29.170000076293945,32.91999816894531,29.170000076293945,32.91999816894531,32.91999816894531,137600,biontech,0.11391246358539847
44,20200205,34.0,34.0,28.690000534057617,29.25,29.25,405000,biontech,-0.1623931623931624
45,20200206,32.0,32.93000030517578,29.68000030517578,32.93000030517578,32.93000030517578,387400,biontech,0.02824173387661974
46,20200207,31.8799991607666,32.4900016784668,30.06999969482422,30.8799991607666,30.8799991607666,166700,biontech,-0.0323834205692114
47,20200210,30.989999771118164,32.150001525878906,30.110000610351562,32.119998931884766,32.119998931884766,121700,biontech,0.035180547893632653
48,20200211,31.479999542236328,31.479999542236328,29.799999237060547,30.709999084472656,30.709999084472656,175300,biontech,-0.025073281690620217
49,20200212,30.0,31.100000381469727,29.0,29.559999465942383,29.559999465942383,157700,biontech,-0.014884998038128002
50,20200213,29.510000228881836,30.639999389648438,29.079999923706055,30.639999389648438,30.639999389648438,107100,biontech,0.036879868905884045
51,20200214,31.0,31.56999969482422,29.719999313354492,30.75,30.75,128700,biontech,-0.008130081300813009
52,20200218,30.489999771118164,31.540000915527344,30.260000228881836,31.540000915527344,31.540000915527344,66200,biontech,0.033291094290750556
53,20200219,31.5,32.290000915527344,30.75,32.25,32.25,253800,biontech,0.023255813953488372
54,20200220,31.719999313354492,32.58000183105469,31.0049991607666,32.380001068115234,32.380001068115234,152200,biontech,0.020383005960140303
55,20200221,31.799999237060547,32.459999084472656,31.270000457763672,32.349998474121094,32.349998474121094,158700,biontech,0.01700152281306992
56,20200224,30.0,31.100000381469727,29.139999389648438,30.600000381469727,30.600000381469727,148400,biontech,0.019607855359147823
57,20200225,30.0,33.959999084472656,30.0,33.439998626708984,33.439998626708984,201500,biontech,0.10287077655444071
58,20200226,31.850000381469727,34.38999938964844,31.549999237060547,33.75,33.75,213300,biontech,0.056296284993489584
59,20200227,31.450000762939453,33.970001220703125,31.048999786376953,33.880001068115234,33.880001068115234,112400,biontech,0.07172373756099659
60,20200228,33.400001525878906,35.099998474121094,32.849998474121094,35.099998474121094,35.099998474121094,234400,biontech,0.048432963593875354
61,20200302,35.0099983215332,36.599998474121094,34.0,36.599998474121094,36.599998474121094,185100,biontech,0.043442628931040485
62,20200303,36.650001525878906,40.99800109863281,36.599998474121094,38.47999954223633,38.47999954223633,297900,biontech,0.04755712157295594
63,20200304,39.0,39.29999923706055,38.0,39.189998626708984,39.189998626708984,127100,biontech,0.004848140683003124
64,20200305,37.709999084472656,38.060001373291016,35.63999938964844,37.119998931884766,37.119998931884766,77000,biontech,-0.01589440111974522
65,20200306,37.619998931884766,40.94599914550781,35.61000061035156,38.09000015258789,38.09000015258789,279200,biontech,0.012339228637970809
66,20200309,35.150001525878906,35.900001525878906,32.400001525878906,33.47999954223633,33.47999954223633,190200,biontech,-0.049880585617565656
67,20200310,35.08000183105469,35.83000183105469,31.45199966430664,33.959999084472656,33.959999084472656,327500,biontech,-0.0329800582089569
68,20200311,33.400001525878906,34.095001220703125,31.0,32.16999816894531,32.16999816894531,119000,biontech,-0.03823448638305966
69,20200312,28.989999771118164,30.395000457763672,28.0,28.549999237060547,28.549999237060547,184100,biontech,-0.015411577786890295
70,20200313,30.0,31.979999542236328,29.190000534057617,30.93000030517578,30.93000030517578,197600,biontech,0.0300679048173225
71,20200316,49.36000061035156,52.79999923706055,38.0,40.0,40.0,1935900,biontech,-0.23400001525878905
72,20200317,65.0,76.0,56.0099983215332,66.5999984741211,66.5999984741211,2939800,biontech,0.024024001663345514
73,20200318,90.38999938964844,105.0,82.20899963378906,92.0,92.0,3027000,biontech,0.017500006634256115
74,20200319,83.19999694824219,83.3290023803711,59.0,59.29999923706055,59.29999923706055,1598500,biontech,-0.40303537974153847
75,20200320,54.95000076293945,55.0,43.65999984741211,46.5,46.5,1174000,biontech,-0.18172044651482694
76,20200323,59.0,59.97999954223633,50.310001373291016,51.310001373291016,51.310001373291016,994100,biontech,-0.14987328826523766
77,20200324,58.900001525878906,58.9900016784668,48.02000045776367,53.63999938964844,53.63999938964844,579700,biontech,-0.09806118933784991
78,20200325,53.630001068115234,53.685001373291016,47.20000076293945,47.20000076293945,47.20000076293945,333200,biontech,-0.1362288178229119
79,20200326,52.0,55.75,50.0,55.0,55.0,471600,biontech,0.05454545454545454
80,20200327,54.83000183105469,55.400001525878906,51.31999969482422,55.0,55.0,246200,biontech,0.003090875799005682
81,20200330,60.0,64.44999694824219,59.040000915527344,62.0,62.0,591200,biontech,0.03225806451612903
82,20200331,59.86000061035156,62.0,57.0,58.400001525878906,58.400001525878906,243300,biontech,-0.024999983669960764
83,20200401,56.349998474121094,58.19499969482422,52.47999954223633,52.91999816894531,52.91999816894531,259100,biontech,-0.06481482282417358
84,20200402,55.5,56.93000030517578,53.0,56.90999984741211,56.90999984741211,245700,biontech,0.024775959430550356
85,20200403,57.97999954223633,57.97999954223633,52.0099983215332,52.75,52.75,227300,biontech,-0.09914691075329532
86,20200406,55.5,55.599998474121094,52.400001525878906,52.72999954223633,52.72999954223633,331000,biontech,-0.052531774735649725
87,20200407,50.0,50.20000076293945,44.0,45.599998474121094,45.599998474121094,1461700,biontech,-0.09649126476124763
88,20200408,48.099998474121094,48.099998474121094,44.5099983215332,44.95000076293945,44.95000076293945,819800,biontech,-0.07007781218501698
89,20200409,52.0099983215332,53.0,45.0,45.40999984741211,45.40999984741211,1483000,biontech,-0.14534240247299238
90,20200413,46.02000045776367,46.38999938964844,41.0,41.709999084472656,41.709999084472656,880700,biontech,-0.10333256935734376
91,20200414,43.81999969482422,43.97999954223633,41.400001525878906,41.630001068115234,41.630001068115234,863900,biontech,-0.05260625920056299
92,20200415,40.900001525878906,41.2400016784668,38.130001068115234,38.58000183105469,38.58000183105469,980600,biontech,-0.06013477409834522
93,20200416,38.7599983215332,39.2599983215332,37.0,38.790000915527344,38.790000915527344,849400,biontech,0.0007734620594486971
94,20200417,40.29999923706055,41.707000732421875,38.875,40.810001373291016,40.810001373291016,1008300,biontech,0.012496988950464742
95,20200420,41.4900016784668,45.900001525878906,41.0,43.369998931884766,43.369998931884766,1278800,biontech,0.043347874100034434
96,20200421,45.27000045776367,45.900001525878906,39.79999923706055,42.2599983215332,42.2599983215332,1507200,biontech,-0.07122579876433051
97,20200422,54.439998626708984,55.849998474121094,45.20000076293945,53.5,53.5,10852500,biontech,-0.017570067788952978
98,20200423,58.0,58.0,49.220001220703125,50.0,50.0,4271200,biontech,-0.16
99,20200424,51.2400016784668,51.4900016784668,47.599998474121094,47.75,47.75,1822700,biontech,-0.0730890403867392
100,20200427,48.88999938964844,50.25,48.15999984741211,49.400001525878906,49.400001525878906,1183300,biontech,0.010323929564319887
101,20200428,48.599998474121094,48.97999954223633,44.79999923706055,45.83000183105469,45.83000183105469,1511200,biontech,-0.06044068366563843
102,20200429,48.0,49.70000076293945,46.130001068115234,49.25,49.25,1766400,biontech,0.025380710659898477
103,20200430,49.209999084472656,49.220001220703125,46.02000045776367,47.47999954223633,47.47999954223633,1034100,biontech,-0.03643638498137282
104,20200501,46.0,46.9900016784668,43.0,45.11000061035156,45.11000061035156,874600,biontech,-0.019729536191675553
105,20200504,45.20000076293945,47.470001220703125,44.36000061035156,45.779998779296875,45.779998779296875,784900,biontech,0.012669244906570745
106,20200505,48.40999984741211,50.375,47.70600128173828,50.0,50.0,2604800,biontech,0.031800003051757814
107,20200506,50.13999938964844,50.20000076293945,47.5,47.779998779296875,47.779998779296875,889400,biontech,-0.04939306552209778
108,20200507,49.2599983215332,49.5,48.349998474121094,49.31999969482422,49.31999969482422,815300,biontech,0.0012165728641987876
109,20200508,49.15999984741211,49.88800048828125,48.20800018310547,49.2400016784668,49.2400016784668,696100,biontech,0.0016247325005610874
110,20200511,49.61000061035156,50.790000915527344,47.91400146484375,49.97999954223633,49.97999954223633,1887400,biontech,0.007402939881423821
111,20200512,50.400001525878906,52.119998931884766,49.20000076293945,49.33000183105469,49.33000183105469,1910200,biontech,-0.02169064778243374
112,20200513,50.5,50.88999938964844,47.43000030517578,48.4900016784668,48.4900016784668,1468800,biontech,-0.041451809691848154
113,20200514,48.560001373291016,49.08000183105469,45.08000183105469,48.65999984741211,48.65999984741211,1099100,biontech,0.002055044686285834
114,20200515,48.5099983215332,49.7400016784668,48.20000076293945,49.4900016784668,49.4900016784668,793800,biontech,0.019802047356971404
115,20200518,54.7400016784668,60.43000030517578,50.599998474121094,60.16999816894531,60.16999816894531,5013900,biontech,0.09024425221407141
116,20200519,57.0,57.939998626708984,49.95000076293945,50.59000015258789,50.59000015258789,3612100,biontech,-0.12670487898949356
117,20200520,53.209999084472656,53.720001220703125,51.619998931884766,53.040000915527344,53.040000915527344,1979300,biontech,-0.003205093627657648
118,20200521,54.099998474121094,54.20000076293945,51.14500045776367,51.900001525878906,51.900001525878906,1094300,biontech,-0.04238914997228281
119,20200522,52.150001525878906,52.61000061035156,50.7599983215332,51.029998779296875,51.029998779296875,941600,biontech,-0.021947928147637383
120,20200526,52.400001525878906,52.54999923706055,49.34000015258789,50.880001068115234,50.880001068115234,1511100,biontech,-0.029874222206261007
121,20200527,49.529998779296875,50.220001220703125,46.29999923706055,47.59000015258789,47.59000015258789,1810200,biontech,-0.04076483758118857
122,20200528,48.34000015258789,50.11000061035156,46.75299835205078,46.869998931884766,46.869998931884766,1107900,biontech,-0.03136337218269299
123,20200529,48.189998626708984,49.529998779296875,47.15999984741211,49.529998779296875,49.529998779296875,760600,biontech,0.027054314266367386
124,20200601,50.0,53.209999084472656,49.540000915527344,52.29999923706055,52.29999923706055,1275800,biontech,0.04397704150310453
125,20200602,51.97999954223633,52.849998474121094,50.099998474121094,52.380001068115234,52.380001068115234,688500,biontech,0.007636531457086878
126,20200603,51.849998474121094,52.22999954223633,49.540000915527344,51.15999984741211,51.15999984741211,1379900,biontech,-0.013487072493489998
127,20200604,50.45000076293945,51.86000061035156,49.70000076293945,50.0,50.0,623300,biontech,-0.009000015258789063
128,20200605,49.79999923706055,50.22999954223633,48.5,49.18000030517578,49.18000030517578,768700,biontech,-0.012606728914955212
129,20200608,49.220001220703125,49.24100112915039,47.41999816894531,48.779998779296875,48.779998779296875,1142400,biontech,-0.009020140475956616
130,20200609,47.79999923706055,48.099998474121094,46.869998931884766,47.790000915527344,47.790000915527344,970100,biontech,-0.0002092136710956746
131,20200610,47.79999923706055,47.999000549316406,46.54999923706055,47.40999984741211,47.40999984741211,913100,biontech,-0.008226099787041568
132,20200611,49.0,49.189998626708984,47.06999969482422,48.599998474121094,48.599998474121094,1324800,biontech,-0.00823048432999236
133,20200612,49.369998931884766,49.439998626708984,47.0099983215332,48.58000183105469,48.58000183105469,858800,biontech,-0.016261775855370055
134,20200615,48.720001220703125,51.16999816894531,48.290000915527344,50.849998474121094,50.849998474121094,1087500,biontech,0.041887852848254865
135,20200616,51.0,51.5,49.09000015258789,49.900001525878906,49.900001525878906,901100,biontech,-0.02204405692353772
136,20200617,49.75,51.5,49.5,50.849998474121094,50.849998474121094,723000,biontech,0.02163222236242371
137,20200618,49.86000061035156,51.59000015258789,49.83000183105469,50.939998626708984,50.939998626708984,691500,biontech,0.021201375058364346
138,20200619,50.900001525878906,51.58000183105469,49.90999984741211,51.36000061035156,51.36000061035156,735800,biontech,0.008956368360711115
139,20200622,51.95000076293945,58.900001525878906,51.849998474121094,57.45000076293945,57.45000076293945,2678200,biontech,0.09573542083480714
140,20200623,55.619998931884766,56.0,51.52000045776367,52.75,52.75,2142200,biontech,-0.05440756268975859
141,20200624,53.0,55.349998474121094,51.810001373291016,54.72999954223633,54.72999954223633,1344500,biontech,0.03160971234617406
142,20200625,54.5099983215332,59.91999816894531,53.52000045776367,59.709999084472656,59.709999084472656,2406400,biontech,0.08708760413114279
143,20200626,56.630001068115234,63.369998931884766,56.5,62.130001068115234,62.130001068115234,2830700,biontech,0.08852406092783038
144,20200629,65.68000030517578,71.37999725341797,64.12000274658203,65.80000305175781,65.80000305175781,4011400,biontech,0.0018237498634709477
145,20200630,66.16000366210938,68.25,62.220001220703125,66.73999786376953,66.73999786376953,1979100,biontech,0.008690353914065854
146,20200701,77.69999694824219,79.37999725341797,62.29999923706055,64.13999938964844,64.13999938964844,9879300,biontech,-0.21141249902759118
147,20200702,68.24500274658203,69.38999938964844,62.72999954223633,63.27000045776367,63.27000045776367,3926500,biontech,-0.07863129844829789
148,20200706,65.58999633789062,66.9000015258789,64.33000183105469,65.51000213623047,65.51000213623047,1649400,biontech,-0.0012210990543673828
149,20200707,64.0,70.88999938964844,63.5099983215332,69.33999633789062,69.33999633789062,2264400,biontech,0.07701177703946027
150,20200708,67.20999908447266,68.58000183105469,66.45999908447266,67.55999755859375,67.55999755859375,1449600,biontech,0.005180557826656898
151,20200709,66.61000061035156,68.0,64.51000213623047,65.61000061035156,65.61000061035156,1186700,biontech,-0.015241578885799092
152,20200710,67.0,71.29000091552734,67.0,70.36000061035156,70.36000061035156,2874300,biontech,0.04775441417289058
153,20200713,78.47000122070312,84.88999938964844,75.75,77.77999877929688,77.77999877929688,8529600,biontech,-0.008871206637122136
154,20200714,82.56999969482422,85.0,78.0,83.87999725341797,83.87999725341797,4748700,biontech,0.015617520284794356
155,20200715,86.08000183105469,87.58000183105469,76.80000305175781,78.0,78.0,3908700,biontech,-0.10358976706480369
156,20200716,80.5,80.5,74.55999755859375,75.87000274658203,75.87000274658203,2847900,biontech,-0.06102539983928697
157,20200717,76.54000091552734,86.4000015258789,76.41999816894531,85.25,85.25,5053500,biontech,0.10217007723721591
158,20200720,91.74700164794922,96.08999633789062,85.7699966430664,88.19999694824219,88.19999694824219,7790800,biontech,-0.040215474177266654
159,20200721,92.0,97.81999969482422,90.05000305175781,91.5999984741211,91.5999984741211,6025500,biontech,-0.004366828957883826
160,20200722,99.19000244140625,104.98999786376953,93.6500015258789,104.16999816894531,104.16999816894531,13817800,biontech,0.047806430018961794
161,20200723,97.51399993896484,101.1500015258789,87.0,88.51000213623047,88.51000213623047,15899700,biontech,-0.1017285909549052
162,20200724,86.30000305175781,86.69999694824219,80.33999633789062,84.16999816894531,84.16999816894531,7109700,biontech,-0.025305987039909068
163,20200727,87.44000244140625,88.19999694824219,81.77400207519531,86.52999877929688,86.52999877929688,5129200,biontech,-0.010516626313961096
164,20200728,89.0,90.4000015258789,84.0999984741211,85.37999725341797,85.37999725341797,5108600,biontech,-0.04239872175021783
165,20200729,85.54000091552734,86.79000091552734,80.0199966430664,82.5,82.5,3846300,biontech,-0.036848495945785986
166,20200730,79.05000305175781,84.87999725341797,78.0,84.16000366210938,84.16000366210938,3302800,biontech,0.06071768521859266
167,20200731,86.0,86.94999694824219,80.8499984741211,82.11000061035156,82.11000061035156,2640500,biontech,-0.04737546414240347
168,20200803,82.98999786376953,85.4800033569336,81.83999633789062,85.47000122070312,85.47000122070312,2431700,biontech,0.029016067877776868
169,20200804,84.44000244140625,84.5,81.08000183105469,83.16999816894531,83.16999816894531,2410300,biontech,-0.015269980767357309
170,20200805,82.81999969482422,83.19999694824219,76.84500122070312,81.30000305175781,81.30000305175781,4084400,biontech,-0.018696144969376383
171,20200806,79.29000091552734,80.26000213623047,76.58000183105469,77.08000183105469,77.08000183105469,3175200,biontech,-0.0286714975606328
172,20200807,77.08999633789062,78.54000091552734,74.02999877929688,77.0,77.0,3038200,biontech,-0.0011687836089691558
173,20200810,77.0,77.27799987792969,70.9000015258789,73.94999694824219,73.94999694824219,2830600,biontech,-0.04124412681034346
174,20200811,69.0,72.87999725341797,66.51000213623047,68.44999694824219,68.44999694824219,4032200,biontech,-0.008035107031103187
175,20200812,70.88999938964844,71.16000366210938,66.12000274658203,69.11000061035156,69.11000061035156,3252000,biontech,-0.025756023203250558
176,20200813,68.25,71.52999877929688,67.30400085449219,71.0,71.0,2390900,biontech,0.03873239436619718
177,20200814,70.93000030517578,70.9800033569336,68.0199966430664,68.63999938964844,68.63999938964844,1862400,biontech,-0.033362484497234675
178,20200817,69.08999633789062,71.35600280761719,68.80999755859375,70.26000213623047,70.26000213623047,1948000,biontech,0.016652515837834215
179,20200818,69.69000244140625,70.3499984741211,67.05999755859375,67.87999725341797,67.87999725341797,1905100,biontech,-0.026664779923766747
180,20200819,67.41999816894531,67.4800033569336,65.01000213623047,65.5999984741211,65.5999984741211,2326600,biontech,-0.02774389843228732
181,20200820,66.0770034790039,70.29000091552734,64.08000183105469,66.2699966430664,66.2699966430664,2932600,biontech,0.0029122253484027026
182,20200821,71.7699966430664,76.27999877929688,70.33999633789062,73.0199966430664,73.0199966430664,6290400,biontech,0.017118598431470806
183,20200824,76.98999786376953,77.4000015258789,69.75,70.8499984741211,70.8499984741211,3393900,biontech,-0.0866619551430358
184,20200825,70.06999969482422,70.5,68.20999908447266,70.48999786376953,70.48999786376953,1576200,biontech,0.00595826616078227
185,20200826,70.0,70.0,67.05000305175781,67.9000015258789,67.9000015258789,1711400,biontech,-0.0309278118840795
186,20200827,68.19999694824219,68.69000244140625,64.79000091552734,65.58999633789062,65.58999633789062,1980500,biontech,-0.03979266284611444
187,20200828,65.04000091552734,65.5,63.31999969482422,64.0,64.0,1760000,biontech,-0.016250014305114746
188,20200831,62.81999969482422,63.18000030517578,60.34000015258789,61.25,61.25,2217200,biontech,-0.025632648078762754
189,20200901,58.709999084472656,60.529998779296875,56.65999984741211,57.810001373291016,57.810001373291016,3569600,biontech,-0.015568200826880648
190,20200902,56.0099983215332,63.290000915527344,54.959999084472656,61.9900016784668,61.9900016784668,3892800,biontech,0.09646722366537444
191,20200903,63.45000076293945,63.66999816894531,57.099998474121094,59.279998779296875,59.279998779296875,2586000,biontech,-0.07034416446545073
192,20200904,59.279998779296875,59.959999084472656,54.099998474121094,58.56999969482422,58.56999969482422,1985500,biontech,-0.012122231315896665
193,20200908,60.15999984741211,61.0,58.689998626708984,59.83000183105469,59.83000183105469,2887800,biontech,-0.005515594288117451
194,20200909,63.0,63.380001068115234,60.599998474121094,62.31999969482422,62.31999969482422,3406900,biontech,-0.01091142985407069
195,20200910,62.0,62.279998779296875,60.5,61.20000076293945,61.20000076293945,1751800,biontech,-0.013071882795547251
196,20200911,61.45199966430664,65.27999877929688,61.04999923706055,65.12999725341797,65.12999725341797,2515200,biontech,0.056471637405424734
197,20200914,67.5,69.6500015258789,66.7699966430664,67.4800033569336,67.4800033569336,3373600,biontech,-0.00029633435198031283
198,20200915,70.0,70.0,66.1500015258789,66.91999816894531,66.91999816894531,3168300,biontech,-0.046025133223688335
199,20200916,65.51000213623047,67.29000091552734,65.40799713134766,66.04000091552734,66.04000091552734,2231500,biontech,0.008025420532243838
200,20200917,66.81999969482422,68.70999908447266,65.1500015258789,66.77999877929688,66.77999877929688,2860000,biontech,-0.0005989954516103529
201,20200918,68.01000213623047,68.44000244140625,65.16999816894531,67.0,67.0,2608900,biontech,-0.01507465874970849
202,20200921,65.55999755859375,66.19999694824219,62.29999923706055,66.12000274658203,66.12000274658203,2118700,biontech,0.00846952759718737
203,20200922,65.37999725341797,67.75700378417969,63.61000061035156,67.05000305175781,67.05000305175781,1572300,biontech,0.024906871324833775
204,20200923,67.25,67.27999877929688,63.68600082397461,63.83000183105469,63.83000183105469,1678000,biontech,-0.0535797911771547
205,20200924,62.619998931884766,63.93000030517578,58.810001373291016,62.83000183105469,62.83000183105469,2863400,biontech,0.003342398425112328
206,20200925,61.27000045776367,66.87100219726562,61.27000045776367,66.69000244140625,66.69000244140625,1670500,biontech,0.08127158172478079
207,20200928,66.98999786376953,67.80000305175781,65.72000122070312,66.5,66.5,1750000,biontech,-0.0073683889288651315
208,20200929,66.5999984741211,67.10900115966797,65.76000213623047,66.86000061035156,66.86000061035156,847600,biontech,0.0038887546194579913
209,20200930,67.4000015258789,69.47000122070312,67.0979995727539,69.2300033569336,69.2300033569336,1746800,biontech,0.026433652207405352
210,20201001,70.0,72.87000274658203,69.30999755859375,72.70999908447266,72.70999908447266,2371700,biontech,0.0372713398238975
211,20201002,71.8499984741211,75.0,71.16000366210938,73.69999694824219,73.69999694824219,2327800,biontech,0.025101744243223038
212,20201005,75.69999694824219,81.55999755859375,75.6500015258789,80.69999694824219,80.69999694824219,3750600,biontech,0.06195787099232239
213,20201006,86.83999633789062,88.30000305175781,83.5199966430664,85.58999633789062,85.58999633789062,5702100,biontech,-0.014604510497526754
214,20201007,83.31999969482422,86.44000244140625,80.69999694824219,86.2300033569336,86.2300033569336,2354700,biontech,0.03374699697115792
215,20201008,85.83000183105469,89.43000030517578,85.5999984741211,87.94999694824219,87.94999694824219,1826000,biontech,0.024104550207490045
216,20201009,88.9800033569336,90.0,87.5,89.04000091552734,89.04000091552734,1462500,biontech,0.0006738270213032675
217,20201012,91.0,91.9000015258789,87.5999984741211,88.73999786376953,88.73999786376953,2573100,biontech,-0.025467683013695168
218,20201013,90.08000183105469,94.01599884033203,89.55999755859375,93.0,93.0,2527500,biontech,0.03139782977360551
219,20201014,95.41899871826172,95.44000244140625,85.05000305175781,86.86000061035156,86.86000061035156,4180000,biontech,-0.09853785456789572
220,20201015,85.6500015258789,90.41899871826172,85.5,90.37999725341797,90.37999725341797,2029700,biontech,0.05233454161628871
221,20201016,93.5999984741211,94.1500015258789,91.55000305175781,94.08999633789062,94.08999633789062,2792500,biontech,0.0052077572838867894
222,20201019,96.2300033569336,97.29000091552734,92.23999786376953,93.91999816894531,93.91999816894531,2800200,biontech,-0.02459545605860207
223,20201020,93.91999816894531,96.11699676513672,91.61100006103516,94.3499984741211,94.3499984741211,1872100,biontech,0.004557501983359591
224,20201021,92.75,92.94000244140625,85.66999816894531,87.72000122070312,87.72000122070312,3384600,biontech,-0.057341526553806366
225,20201022,88.98999786376953,90.12000274658203,85.41699981689453,86.36000061035156,86.36000061035156,2205900,biontech,-0.03045388182990267
226,20201023,89.6050033569336,89.98999786376953,87.05999755859375,88.69000244140625,88.69000244140625,2079700,biontech,-0.01031684395467061
227,20201026,88.22000122070312,89.83999633789062,80.3499984741211,82.93000030517578,82.93000030517578,2879900,biontech,-0.063788748294472
228,20201027,83.0,84.05500030517578,80.51000213623047,83.94999694824219,83.94999694824219,2222100,biontech,0.011316223737660057
229,20201028,79.88999938964844,80.73999786376953,75.34500122070312,77.54000091552734,77.54000091552734,2566100,biontech,-0.030306918317955654
230,20201029,81.48999786376953,85.7699966430664,79.22000122070312,84.80999755859375,84.80999755859375,2512000,biontech,0.03914632461261998
231,20201030,87.01000213623047,88.5,83.05000305175781,85.36000061035156,85.36000061035156,2253000,biontech,-0.019329914644808606
